,signature_size,model_ratio,accuracy,f1,loss
0,0,0.0,0.8823000192642212,0.8573580774812529,0.5157458206534385
1,2667,0.0020408163265306124,0.8187999725341797,0.778313567049237,0.837267292881012
2,5334,0.004081632653061225,0.7932000160217285,0.7521910674741625,0.9538663274526596
3,8001,0.006122448979591837,0.6223999857902527,0.5603123236120852,2.0421617270469667
4,10668,0.00816326530612245,0.4837999939918518,0.4035558733742348,2.8782183376312256
5,13335,0.010204081632653062,0.6335999965667725,0.5845621525673977,1.5963295192718505
6,16003,0.012244897959183675,0.4099999964237213,0.3255961034772854,3.711232437133789
7,18670,0.014285714285714287,0.37070000171661377,0.29362271979653737,3.6496168815612795
8,21337,0.0163265306122449,0.30550000071525574,0.24342578821961686,3.319157713317871
9,24004,0.018367346938775512,0.4325999915599823,0.3477599083202195,2.4911250026702882
10,26671,0.020408163265306124,0.33219999074935913,0.2683656784414581,3.6225852058410646
11,29339,0.022448979591836737,0.3440999984741211,0.2802348173807811,3.8123835475921632
12,32006,0.02448979591836735,0.2782000005245209,0.20194488521515674,4.410308031463623
13,34673,0.02653061224489796,0.3107999861240387,0.23127081407727432,3.554860488128662
14,37340,0.028571428571428574,0.23350000381469727,0.16901490143081332,3.4895950218200684
15,40007,0.030612244897959186,0.23600000143051147,0.1689744403904544,3.799400548553467
16,42675,0.0326530612244898,0.2558000087738037,0.1843267011112502,4.50113080444336
17,45342,0.03469387755102041,0.12250000238418579,0.04717069860772659,6.786213059997559
18,48009,0.036734693877551024,0.11379999667406082,0.03875838712820321,7.469871585083008
19,50676,0.03877551020408164,0.16200000047683716,0.10093355270095052,5.8127352828979495
20,53343,0.04081632653061225,0.15119999647140503,0.08575477795486804,4.745075238037109
21,56010,0.04285714285714286,0.19709999859333038,0.10784158022266069,4.67969416809082
22,58678,0.04489795918367347,0.14710000157356262,0.054567285818790764,7.656406605529785
23,61345,0.04693877551020409,0.10570000112056732,0.031460198355216636,7.4116862075805665
24,64012,0.0489795918367347,0.16699999570846558,0.08876980904697142,4.47980959854126
25,66679,0.05102040816326531,0.11140000075101852,0.03349226141999112,9.242864164733886
26,69346,0.05306122448979592,0.2037999927997589,0.15215845517681567,3.5675404499053953
27,72014,0.05510204081632654,0.10649999976158142,0.030241108749359487,8.924968545532227
28,74681,0.05714285714285715,0.0989999994635582,0.023021220662486644,6.707686009216308
29,77348,0.05918367346938776,0.16850000619888306,0.09389968993942198,4.566175285339355
30,80015,0.06122448979591837,0.15000000596046448,0.08556156719313027,6.328948423767089
31,82682,0.06326530612244899,0.1615999937057495,0.07103837083769589,7.195334005737305
32,85350,0.0653061224489796,0.16249999403953552,0.10509129307985299,4.784405590820312
33,88017,0.0673469387755102,0.17219999432563782,0.08932128326354113,5.643065295410156
34,90684,0.06938775510204082,0.10429999977350235,0.04133631232735292,11.998861476135254
35,93351,0.07142857142857144,0.1160999983549118,0.04696678667251546,5.8712558113098146
36,96018,0.07346938775510205,0.12020000070333481,0.05598585918392836,7.529725802612305
37,98685,0.07551020408163266,0.11069999635219574,0.03591924663463746,7.543323681640625
38,101353,0.07755102040816328,0.15109999477863312,0.09212816513475496,4.887422875213623
39,104020,0.07959183673469389,0.15189999341964722,0.09422204108819453,4.394194692993164
40,106687,0.0816326530612245,0.15719999372959137,0.0777265897180622,4.276295687866211
41,109354,0.0836734693877551,0.15479999780654907,0.08679487381779345,5.133665911102295
42,112021,0.08571428571428572,0.11900000274181366,0.06388070301346879,5.638592414855957
43,114689,0.08775510204081634,0.1039000004529953,0.05417728481783875,6.820852851867675
44,117356,0.08979591836734695,0.10509999841451645,0.0455378641657907,10.685704614257812
45,120023,0.09183673469387756,0.11410000175237656,0.040274741411588065,5.849105954742432
46,122690,0.09387755102040818,0.1378999948501587,0.06802645156682147,4.564943214416504
47,125357,0.09591836734693879,0.11379999667406082,0.05582427339905215,4.821152663040161
48,128025,0.0979591836734694,0.11349999904632568,0.050057303763399674,6.449925818634033
49,130692,0.1,0.08720000088214874,0.045554442586054164,10.523239375305176
